InventoryId,ScheduleId,FlightNumber,DepartureDate,ArrivalDate,DepartureAirport,ArrivalAirport,AvailableInventory,FC_AvailableInventory,BC_AvailableInventory,PC_AvailableInventory,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD
INV-ZZ-5422239,SCH-ZZ-3126325,4211,02/06/2024,02/06/2024,GOI,DEL,20,2,4,6,8,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6989609,SCH-ZZ-3126325,4211,02/08/2024,02/08/2024,GOI,DEL,22,2,4,6,8,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-2175571,SCH-ZZ-3126325,4211,02/09/2024,02/09/2024,GOI,DEL,21,2,5,6,9,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4421234,SCH-ZZ-3126325,4211,02/10/2024,02/10/2024,GOI,DEL,23,2,4,6,9,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3984650,SCH-ZZ-3126325,4211,02/11/2024,02/11/2024,GOI,DEL,20,2,4,6,8,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-2361128,SCH-ZZ-3126325,4211,02/13/2024,02/13/2024,GOI,DEL,25,2,5,8,9,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-1247078,SCH-ZZ-3126325,4211,02/15/2024,02/15/2024,GOI,DEL,21,2,4,6,8,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6805452,SCH-ZZ-3126325,4211,02/16/2024,02/16/2024,GOI,DEL,25,2,5,7,10,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4262092,SCH-ZZ-3126325,4211,02/17/2024,02/17/2024,GOI,DEL,20,2,4,6,8,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-8771405,SCH-ZZ-3126325,4211,02/18/2024,02/18/2024,GOI,DEL,23,2,5,7,10,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-9550939,SCH-ZZ-3126325,4211,02/20/2024,02/20/2024,GOI,DEL,28,3,5,8,10,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4363013,SCH-ZZ-3126325,4211,02/22/2024,02/22/2024,GOI,DEL,24,2,5,7,9,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-1727231,SCH-ZZ-3126325,4211,02/23/2024,02/23/2024,GOI,DEL,22,2,4,6,8,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-8617262,SCH-ZZ-3126325,4211,02/24/2024,02/24/2024,GOI,DEL,26,3,5,8,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-8304391,SCH-ZZ-3126325,4211,02/25/2024,02/25/2024,GOI,DEL,29,3,6,9,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7263341,SCH-ZZ-3126325,4211,02/27/2024,02/27/2024,GOI,DEL,28,3,6,8,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-8352793,SCH-ZZ-3126325,4211,02/29/2024,02/29/2024,GOI,DEL,26,3,5,8,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-2723279,SCH-ZZ-3126325,4211,03/01/2024,03/01/2024,GOI,DEL,24,2,5,8,10,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3223117,SCH-ZZ-3126325,4211,03/02/2024,03/02/2024,GOI,DEL,26,2,5,7,9,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-9163015,SCH-ZZ-3126325,4211,03/03/2024,03/03/2024,GOI,DEL,29,3,6,9,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4119292,SCH-ZZ-3126325,4211,03/05/2024,03/05/2024,GOI,DEL,30,3,6,8,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6018557,SCH-ZZ-3126325,4211,03/07/2024,03/07/2024,GOI,DEL,28,3,6,8,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-8580795,SCH-ZZ-3126325,4211,03/08/2024,03/08/2024,GOI,DEL,29,3,6,9,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5264421,SCH-ZZ-3126325,4211,03/09/2024,03/09/2024,GOI,DEL,28,3,6,8,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7346015,SCH-ZZ-3126325,4211,03/10/2024,03/10/2024,GOI,DEL,23,2,5,7,9,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3137156,SCH-ZZ-3126325,4211,03/12/2024,03/12/2024,GOI,DEL,31,3,6,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5019589,SCH-ZZ-3126325,4211,03/14/2024,03/14/2024,GOI,DEL,32,3,6,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6023785,SCH-ZZ-3126325,4211,03/15/2024,03/15/2024,GOI,DEL,30,3,6,9,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-1368140,SCH-ZZ-3126325,4211,03/16/2024,03/16/2024,GOI,DEL,28,3,6,8,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7228586,SCH-ZZ-3126325,4211,03/17/2024,03/17/2024,GOI,DEL,33,3,7,9,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4446963,SCH-ZZ-3126325,4211,03/19/2024,03/19/2024,GOI,DEL,32,3,6,10,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5796439,SCH-ZZ-3126325,4211,03/21/2024,03/21/2024,GOI,DEL,28,3,5,8,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5061816,SCH-ZZ-3126325,4211,03/22/2024,03/22/2024,GOI,DEL,32,3,6,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-8631272,SCH-ZZ-3126325,4211,03/23/2024,03/23/2024,GOI,DEL,29,3,6,9,11,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6313500,SCH-ZZ-3126325,4211,03/24/2024,03/24/2024,GOI,DEL,33,3,6,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-1065113,SCH-ZZ-3126325,4211,03/26/2024,03/26/2024,GOI,DEL,35,3,7,10,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4936604,SCH-ZZ-3126325,4211,03/28/2024,03/28/2024,GOI,DEL,31,3,6,10,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6412897,SCH-ZZ-3126325,4211,03/29/2024,03/29/2024,GOI,DEL,31,3,6,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-1258255,SCH-ZZ-3126325,4211,03/30/2024,03/30/2024,GOI,DEL,34,3,7,10,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-1006505,SCH-ZZ-3126325,4211,03/31/2024,03/31/2024,GOI,DEL,33,3,7,10,14,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3177543,SCH-ZZ-3126325,4211,04/02/2024,04/02/2024,GOI,DEL,34,3,6,9,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-9173881,SCH-ZZ-3126325,4211,04/04/2024,04/04/2024,GOI,DEL,35,4,7,11,14,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-1430969,SCH-ZZ-3126325,4211,04/05/2024,04/05/2024,GOI,DEL,29,3,6,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-2923541,SCH-ZZ-3126325,4211,04/06/2024,04/06/2024,GOI,DEL,34,3,7,10,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6062448,SCH-ZZ-3126325,4211,04/07/2024,04/07/2024,GOI,DEL,33,3,7,10,14,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5149150,SCH-ZZ-3126325,4211,04/09/2024,04/09/2024,GOI,DEL,34,3,7,10,14,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-8734832,SCH-ZZ-3126325,4211,04/11/2024,04/11/2024,GOI,DEL,31,3,7,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6578543,SCH-ZZ-3126325,4211,04/12/2024,04/12/2024,GOI,DEL,32,3,7,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7204232,SCH-ZZ-3126325,4211,04/13/2024,04/13/2024,GOI,DEL,31,3,6,9,12,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7659319,SCH-ZZ-3126325,4211,04/14/2024,04/14/2024,GOI,DEL,31,3,6,9,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-9844104,SCH-ZZ-3126325,4211,04/16/2024,04/16/2024,GOI,DEL,33,3,6,10,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5378980,SCH-ZZ-3126325,4211,04/18/2024,04/18/2024,GOI,DEL,40,4,8,12,16,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7757700,SCH-ZZ-3126325,4211,04/19/2024,04/19/2024,GOI,DEL,35,3,7,10,13,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-9007116,SCH-ZZ-3126325,4211,04/20/2024,04/20/2024,GOI,DEL,40,4,8,11,16,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3750058,SCH-ZZ-3126325,4211,04/21/2024,04/21/2024,GOI,DEL,37,4,7,11,14,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
